maf	n	A_TP	A_FP	A_TN	A_FN	Ab_TP	Ab_FP	Ab_TN	Ab_FN	S_TP	S_FP	S_TN	S_FN	Sb_TP	Sb_FP	Sb_TN	Sb_FN
9	10000	5	7554	587996	12	28	2424	593126	22	5	7548	588002	0	5	2460	593090	0
8	5000	4	7236	588314	11	32	3211	592339	18	4	7224	588326	1	4	3224	592326	1
10	0	38	7554	587996	12	28	2424	593126	22	44	7546	588004	6	40	2424	593126	10
8	10000	4	7236	588314	11	32	3211	592339	18	4	7223	588327	1	4	3236	592314	1
10	10	38	7554	587996	12	28	2424	593126	22	43	7546	588004	7	39	2424	593126	11
9	0	5	7236	588314	11	32	3211	592339	18	5	7227	588323	0	5	3211	592339	0
10	50	38	7554	587996	12	28	2424	593126	22	41	7546	588004	9	37	2426	593124	13
9	10	5	7236	588314	11	32	3211	592339	18	5	7227	588323	0	5	3211	592339	0
10	100	38	7554	587996	12	28	2424	593126	22	41	7548	588002	9	35	2425	593125	15
9	50	5	7236	588314	11	32	3211	592339	18	5	7227	588323	0	5	3212	592338	0
10	500	38	7554	587996	12	28	2424	593126	22	41	7552	587998	9	35	2425	593125	15
9	100	5	7236	588314	11	32	3211	592339	18	5	7227	588323	0	5	3212	592338	0
10	5000	38	7554	587996	12	28	2424	593126	22	41	7553	587997	9	32	2442	593108	18
9	500	5	7236	588314	11	32	3211	592339	18	5	7231	588319	0	5	3215	592335	0
10	10000	38	7554	587996	12	28	2424	593126	22	41	7556	587994	9	32	2462	593088	18
9	5000	5	7236	588314	11	32	3211	592339	18	5	7227	588323	0	5	3225	592325	0
9	10000	5	7236	588314	11	32	3211	592339	18	5	7220	588330	0	5	3235	592315	0
10	0	39	7236	588314	11	32	3211	592339	18	45	7227	588323	5	39	3211	592339	11
10	10	39	7236	588314	11	32	3211	592339	18	45	7228	588322	5	39	3211	592339	11
10	50	39	7236	588314	11	32	3211	592339	18	43	7227	588323	7	39	3212	592338	11
10	100	39	7236	588314	11	32	3211	592339	18	43	7231	588319	7	39	3212	592338	11
10	500	39	7236	588314	11	32	3211	592339	18	40	7230	588320	10	37	3213	592337	13
10	5000	38	7236	588314	11	32	3211	592339	18	40	7234	588316	11	37	3227	592323	14
10	10000	39	7236	588314	11	32	3211	592339	18	39	7224	588326	11	36	3234	592316	14
0	0	3	6409	589141	14	31	2207	593343	19	5	6396	589154	0	5	2207	593343	0
0	10	3	6409	589141	14	31	2207	593343	19	5	6396	589154	0	5	2207	593343	0
0	50	3	6409	589141	14	31	2207	593343	19	5	6396	589154	0	5	2207	593343	0
0	100	3	6409	589141	14	31	2207	593343	19	5	6398	589152	0	3	2208	593342	2
0	500	3	6409	589141	14	31	2207	593343	19	5	6396	589154	0	2	2208	593342	3
0	5000	3	6409	589141	14	31	2207	593343	19	5	6397	589153	0	2	2217	593333	3
0	10000	3	6409	589141	14	31	2207	593343	19	5	6405	589145	0	2	2237	593313	3
1	0	3	6409	589141	14	31	2207	593343	19	4	6396	589154	1	4	2207	593343	1
1	10	3	6409	589141	14	31	2207	593343	19	4	6396	589154	1	3	2207	593343	2
1	50	3	6409	589141	14	31	2207	593343	19	3	6396	589154	2	3	2207	593343	2
1	100	3	6409	589141	14	31	2207	593343	19	3	6396	589154	2	3	2208	593342	2
1	500	3	6409	589141	14	31	2207	593343	19	3	6397	589153	2	2	2212	593338	3
1	5000	3	6409	589141	14	31	2207	593343	19	3	6396	589154	2	2	2218	593332	3
1	10000	3	6409	589141	14	31	2207	593343	19	3	6396	589154	2	2	2223	593327	3
2	0	5	6409	589141	14	31	2207	593343	19	5	6396	589154	0	5	2207	593343	0
2	10	5	6409	589141	14	31	2207	593343	19	5	6396	589154	0	5	2207	593343	0
2	50	5	6409	589141	14	31	2207	593343	19	5	6396	589154	0	5	2207	593343	0
2	100	5	6409	589141	14	31	2207	593343	19	5	6396	589154	0	5	2208	593342	0
2	500	5	6409	589141	14	31	2207	593343	19	5	6397	589153	0	5	2210	593340	0
2	5000	5	6409	589141	14	31	2207	593343	19	5	6401	589149	0	4	2223	593327	1
2	10000	5	6409	589141	14	31	2207	593343	19	5	6403	589147	0	4	2234	593316	1
3	0	2	6409	589141	14	31	2207	593343	19	4	6396	589154	1	2	2207	593343	3
3	10	2	6409	589141	14	31	2207	593343	19	4	6396	589154	1	2	2207	593343	3
3	50	2	6409	589141	14	31	2207	593343	19	2	6396	589154	3	2	2208	593342	3
3	100	2	6409	589141	14	31	2207	593343	19	2	6396	589154	3	2	2208	593342	3
3	500	2	6409	589141	14	31	2207	593343	19	2	6401	589149	3	2	2212	593338	3
3	5000	2	6409	589141	14	31	2207	593343	19	2	6397	589153	3	2	2218	593332	3
3	10000	2	6409	589141	14	31	2207	593343	19	2	6410	589140	3	2	2235	593315	3
4	0	4	6409	589141	14	31	2207	593343	19	4	6396	589154	1	4	2207	593343	1
4	10	4	6409	589141	14	31	2207	593343	19	4	6396	589154	1	4	2207	593343	1
4	50	4	6409	589141	14	31	2207	593343	19	4	6396	589154	1	4	2207	593343	1
4	100	4	6409	589141	14	31	2207	593343	19	4	6396	589154	1	4	2208	593342	1
4	500	4	6409	589141	14	31	2207	593343	19	4	6398	589152	1	4	2207	593343	1
4	5000	4	6409	589141	14	31	2207	593343	19	4	6402	589148	1	4	2226	593324	1
4	10000	4	6409	589141	14	31	2207	593343	19	4	6398	589152	1	4	2232	593318	1
5	0	4	6409	589141	14	31	2207	593343	19	4	6396	589154	1	4	2207	593343	1
5	10	4	6409	589141	14	31	2207	593343	19	4	6396	589154	1	4	2207	593343	1
5	50	4	6409	589141	14	31	2207	593343	19	4	6397	589153	1	4	2208	593342	1
5	100	4	6409	589141	14	31	2207	593343	19	4	6396	589154	1	4	2207	593343	1
5	500	4	6409	589141	14	31	2207	593343	19	4	6397	589153	1	4	2212	593338	1
5	5000	4	6409	589141	14	31	2207	593343	19	4	6400	589150	1	4	2220	593330	1
5	10000	4	6409	589141	14	31	2207	593343	19	4	6406	589144	1	4	2234	593316	1
6	0	5	6409	589141	14	31	2207	593343	19	5	6396	589154	0	5	2207	593343	0
6	10	5	6409	589141	14	31	2207	593343	19	5	6396	589154	0	5	2207	593343	0
6	50	5	6409	589141	14	31	2207	593343	19	5	6397	589153	0	5	2207	593343	0
6	100	5	6409	589141	14	31	2207	593343	19	5	6397	589153	0	5	2207	593343	0
6	500	5	6409	589141	14	31	2207	593343	19	5	6397	589153	0	5	2211	593339	0
6	5000	5	6409	589141	14	31	2207	593343	19	5	6397	589153	0	5	2220	593330	0
6	10000	5	6409	589141	14	31	2207	593343	19	5	6400	589150	0	5	2231	593319	0
7	0	4	6409	589141	14	31	2207	593343	19	4	6396	589154	1	4	2207	593343	1
7	10	4	6409	589141	14	31	2207	593343	19	4	6396	589154	1	4	2207	593343	1
7	50	4	6409	589141	14	31	2207	593343	19	4	6396	589154	1	4	2208	593342	1
7	100	4	6409	589141	14	31	2207	593343	19	4	6397	589153	1	4	2208	593342	1
7	500	4	6409	589141	14	31	2207	593343	19	4	6399	589151	1	4	2207	593343	1
7	5000	4	6409	589141	14	31	2207	593343	19	4	6397	589153	1	4	2223	593327	1
7	10000	4	6409	589141	14	31	2207	593343	19	4	6400	589150	1	4	2232	593318	1
8	0	3	6409	589141	14	31	2207	593343	19	5	6396	589154	0	4	2207	593343	1
8	10	3	6409	589141	14	31	2207	593343	19	5	6397	589153	0	4	2207	593343	1
8	50	3	6409	589141	14	31	2207	593343	19	4	6396	589154	1	4	2207	593343	1
8	100	3	6409	589141	14	31	2207	593343	19	4	6396	589154	1	3	2208	593342	2
8	500	3	6409	589141	14	31	2207	593343	19	4	6397	589153	1	3	2209	593341	2
8	5000	3	6409	589141	14	31	2207	593343	19	4	6400	589150	1	3	2220	593330	2
8	10000	3	6409	589141	14	31	2207	593343	19	4	6402	589148	1	3	2226	593324	2
9	0	3	6409	589141	14	31	2207	593343	19	3	6396	589154	2	3	2207	593343	2
9	10	3	6409	589141	14	31	2207	593343	19	3	6396	589154	2	3	2207	593343	2
9	50	3	6409	589141	14	31	2207	593343	19	3	6396	589154	2	3	2207	593343	2
9	100	3	6409	589141	14	31	2207	593343	19	3	6398	589152	2	3	2207	593343	2
9	500	3	6409	589141	14	31	2207	593343	19	3	6397	589153	2	3	2210	593340	2
9	5000	3	6409	589141	14	31	2207	593343	19	3	6399	589151	2	3	2218	593332	2
9	10000	3	6409	589141	14	31	2207	593343	19	3	6403	589147	2	3	2227	593323	2
10	0	36	6409	589141	14	31	2207	593343	19	43	6396	589154	7	39	2207	593343	11
10	10	36	6409	589141	14	31	2207	593343	19	43	6396	589154	7	39	2207	593343	11
10	50	36	6409	589141	14	31	2207	593343	19	43	6398	589152	7	36	2207	593343	14
10	100	36	6409	589141	14	31	2207	593343	19	42	6398	589152	8	36	2208	593342	14
10	500	36	6409	589141	14	31	2207	593343	19	39	6402	589148	11	34	2210	593340	16
10	5000	36	6409	589141	14	31	2207	593343	19	39	6404	589146	11	33	2226	593324	17
10	10000	35	6409	589141	14	31	2207	593343	19	41	6403	589147	12	34	2231	593319	19
0	0	3	8246	587304	7	36	3474	592076	14	3	8229	587321	2	3	3474	592076	2
0	10	3	8246	587304	7	36	3474	592076	14	3	8229	587321	2	3	3474	592076	2
0	50	3	8246	587304	7	36	3474	592076	14	3	8230	587320	2	3	3474	592076	2
0	100	3	8246	587304	7	36	3474	592076	14	3	8229	587321	2	3	3474	592076	2
0	500	3	8246	587304	7	36	3474	592076	14	3	8229	587321	2	3	3474	592076	2
0	5000	3	8246	587304	7	36	3474	592076	14	3	8231	587319	2	3	3493	592057	2
0	10000	3	8246	587304	7	36	3474	592076	14	3	8228	587322	2	2	3501	592049	3
1	0	3	8246	587304	7	36	3474	592076	14	3	8229	587321	2	3	3474	592076	2
1	10	3	8246	587304	7	36	3474	592076	14	3	8229	587321	2	3	3475	592075	2
1	50	3	8246	587304	7	36	3474	592076	14	3	8229	587321	2	3	3475	592075	2
1	100	3	8246	587304	7	36	3474	592076	14	3	8229	587321	2	3	3474	592076	2
0	0	4	7185	588365	8	33	3480	592070	17	4	7177	588373	1	4	3480	592070	1
1	500	3	8246	587304	7	36	3474	592076	14	3	8229	587321	2	3	3477	592073	2
1	5000	3	8246	587304	7	36	3474	592076	14	3	8228	587322	2	3	3494	592056	2
0	10	4	7185	588365	8	33	3480	592070	17	4	7177	588373	1	4	3480	592070	1
1	10000	3	8246	587304	7	36	3474	592076	14	3	8237	587313	2	3	3506	592044	2
0	50	4	7185	588365	8	33	3480	592070	17	4	7177	588373	1	4	3481	592069	1
2	0	4	8246	587304	7	36	3474	592076	14	4	8229	587321	1	4	3474	592076	1
0	100	4	7185	588365	8	33	3480	592070	17	4	7178	588372	1	4	3480	592070	1
2	10	4	8246	587304	7	36	3474	592076	14	4	8230	587320	1	4	3474	592076	1
2	50	4	8246	587304	7	36	3474	592076	14	4	8229	587321	1	4	3476	592074	1
0	500	4	7185	588365	8	33	3480	592070	17	4	7177	588373	1	2	3483	592067	3
2	100	4	8246	587304	7	36	3474	592076	14	4	8232	587318	1	4	3475	592075	1
0	5000	4	7185	588365	8	33	3480	592070	17	4	7178	588372	1	2	3497	592053	3
2	500	4	8246	587304	7	36	3474	592076	14	4	8230	587320	1	4	3480	592070	1
0	10000	4	7185	588365	8	33	3480	592070	17	4	7179	588371	1	2	3506	592044	3
2	5000	4	8246	587304	7	36	3474	592076	14	4	8227	587323	1	4	3488	592062	1
1	0	4	7185	588365	8	33	3480	592070	17	5	7177	588373	0	4	3480	592070	1
2	10000	4	8246	587304	7	36	3474	592076	14	4	8219	587331	1	4	3500	592050	1
1	10	4	7185	588365	8	33	3480	592070	17	5	7177	588373	0	4	3480	592070	1
3	0	5	8246	587304	7	36	3474	592076	14	5	8229	587321	0	5	3474	592076	0
1	50	4	7185	588365	8	33	3480	592070	17	4	7177	588373	1	4	3480	592070	1
3	10	5	8246	587304	7	36	3474	592076	14	5	8230	587320	0	5	3475	592075	0
1	100	4	7185	588365	8	33	3480	592070	17	4	7178	588372	1	4	3480	592070	1
3	50	5	8246	587304	7	36	3474	592076	14	5	8230	587320	0	5	3475	592075	0
1	500	4	7185	588365	8	33	3480	592070	17	4	7181	588369	1	4	3483	592067	1
3	100	5	8246	587304	7	36	3474	592076	14	5	8229	587321	0	5	3474	592076	0
1	5000	4	7185	588365	8	33	3480	592070	17	4	7184	588366	1	3	3500	592050	2
3	500	5	8246	587304	7	36	3474	592076	14	5	8229	587321	0	5	3475	592075	0
1	10000	4	7185	588365	8	33	3480	592070	17	4	7180	588370	1	3	3500	592050	2
3	5000	5	8246	587304	7	36	3474	592076	14	5	8229	587321	0	4	3493	592057	1
2	0	4	7185	588365	8	33	3480	592070	17	5	7177	588373	0	5	3480	592070	0
3	10000	5	8246	587304	7	36	3474	592076	14	5	8232	587318	0	4	3503	592047	1
2	10	4	7185	588365	8	33	3480	592070	17	5	7177	588373	0	5	3480	592070	0
4	0	5	8246	587304	7	36	3474	592076	14	5	8229	587321	0	5	3474	592076	0
2	50	4	7185	588365	8	33	3480	592070	17	5	7177	588373	0	5	3481	592069	0
4	10	5	8246	587304	7	36	3474	592076	14	5	8229	587321	0	5	3474	592076	0
2	100	4	7185	588365	8	33	3480	592070	17	5	7177	588373	0	4	3480	592070	1
4	50	5	8246	587304	7	36	3474	592076	14	5	8230	587320	0	5	3475	592075	0
2	500	4	7185	588365	8	33	3480	592070	17	4	7178	588372	1	4	3483	592067	1
4	100	5	8246	587304	7	36	3474	592076	14	5	8228	587322	0	5	3478	592072	0
2	5000	4	7185	588365	8	33	3480	592070	17	5	7177	588373	0	4	3494	592056	1
4	500	5	8246	587304	7	36	3474	592076	14	5	8231	587319	0	5	3476	592074	0
2	10000	4	7185	588365	8	33	3480	592070	17	4	7175	588375	1	4	3506	592044	1
4	5000	5	8246	587304	7	36	3474	592076	14	5	8232	587318	0	5	3482	592068	0
3	0	5	7185	588365	8	33	3480	592070	17	5	7177	588373	0	5	3480	592070	0
4	10000	5	8246	587304	7	36	3474	592076	14	5	8218	587332	0	5	3507	592043	0
3	10	5	7185	588365	8	33	3480	592070	17	5	7177	588373	0	5	3480	592070	0
5	0	4	8246	587304	7	36	3474	592076	14	4	8229	587321	1	4	3474	592076	1
3	50	5	7185	588365	8	33	3480	592070	17	5	7178	588372	0	5	3481	592069	0
5	10	4	8246	587304	7	36	3474	592076	14	4	8229	587321	1	4	3474	592076	1
3	100	5	7185	588365	8	33	3480	592070	17	5	7179	588371	0	5	3481	592069	0
5	50	4	8246	587304	7	36	3474	592076	14	4	8229	587321	1	4	3474	592076	1
5	100	4	8246	587304	7	36	3474	592076	14	4	8229	587321	1	4	3474	592076	1
3	500	5	7185	588365	8	33	3480	592070	17	5	7180	588370	0	5	3484	592066	0
5	500	4	8246	587304	7	36	3474	592076	14	4	8230	587320	1	4	3478	592072	1
3	5000	5	7185	588365	8	33	3480	592070	17	5	7177	588373	0	4	3494	592056	1
5	5000	4	8246	587304	7	36	3474	592076	14	4	8233	587317	1	3	3494	592056	2
3	10000	5	7185	588365	8	33	3480	592070	17	5	7180	588370	0	4	3511	592039	1
5	10000	4	8246	587304	7	36	3474	592076	14	4	8229	587321	1	3	3506	592044	2
4	0	4	7185	588365	8	33	3480	592070	17	5	7177	588373	0	5	3480	592070	0
6	0	5	8246	587304	7	36	3474	592076	14	5	8229	587321	0	5	3474	592076	0
4	10	4	7185	588365	8	33	3480	592070	17	5	7177	588373	0	5	3480	592070	0
6	10	5	8246	587304	7	36	3474	592076	14	5	8230	587320	0	5	3474	592076	0
4	50	4	7185	588365	8	33	3480	592070	17	5	7183	588367	0	4	3482	592068	1
6	50	5	8246	587304	7	36	3474	592076	14	5	8229	587321	0	5	3475	592075	0
4	100	4	7185	588365	8	33	3480	592070	17	5	7177	588373	0	4	3480	592070	1
6	100	5	8246	587304	7	36	3474	592076	14	5	8230	587320	0	5	3474	592076	0
4	500	4	7185	588365	8	33	3480	592070	17	4	7178	588372	1	4	3483	592067	1
6	500	5	8246	587304	7	36	3474	592076	14	5	8230	587320	0	5	3476	592074	0
4	5000	4	7185	588365	8	33	3480	592070	17	4	7178	588372	1	4	3497	592053	1
6	5000	5	8246	587304	7	36	3474	592076	14	5	8230	587320	0	5	3490	592060	0
4	10000	4	7185	588365	8	33	3480	592070	17	4	7179	588371	1	4	3501	592049	1
6	10000	5	8246	587304	7	36	3474	592076	14	5	8225	587325	0	5	3494	592056	0
7	0	5	8246	587304	7	36	3474	592076	14	5	8229	587321	0	5	3474	592076	0
5	0	5	7185	588365	8	33	3480	592070	17	5	7177	588373	0	5	3480	592070	0
7	10	5	8246	587304	7	36	3474	592076	14	5	8229	587321	0	5	3474	592076	0
5	10	5	7185	588365	8	33	3480	592070	17	5	7178	588372	0	5	3480	592070	0
7	50	5	8246	587304	7	36	3474	592076	14	5	8230	587320	0	5	3474	592076	0
5	50	5	7185	588365	8	33	3480	592070	17	5	7178	588372	0	5	3480	592070	0
7	100	5	8246	587304	7	36	3474	592076	14	5	8229	587321	0	5	3474	592076	0
5	100	5	7185	588365	8	33	3480	592070	17	5	7177	588373	0	5	3480	592070	0
7	500	5	8246	587304	7	36	3474	592076	14	5	8229	587321	0	4	3476	592074	1
5	500	5	7185	588365	8	33	3480	592070	17	5	7179	588371	0	5	3482	592068	0
7	5000	5	8246	587304	7	36	3474	592076	14	5	8226	587324	0	4	3490	592060	1
5	5000	5	7185	588365	8	33	3480	592070	17	5	7179	588371	0	5	3494	592056	0
7	10000	5	8246	587304	7	36	3474	592076	14	5	8227	587323	0	4	3503	592047	1
5	10000	5	7185	588365	8	33	3480	592070	17	5	7174	588376	0	5	3507	592043	0
8	0	5	8246	587304	7	36	3474	592076	14	5	8229	587321	0	5	3474	592076	0
6	0	3	7185	588365	8	33	3480	592070	17	4	7177	588373	1	4	3480	592070	1
8	10	5	8246	587304	7	36	3474	592076	14	5	8229	587321	0	5	3474	592076	0
6	10	3	7185	588365	8	33	3480	592070	17	4	7177	588373	1	4	3480	592070	1
8	50	5	8246	587304	7	36	3474	592076	14	5	8229	587321	0	5	3474	592076	0
6	50	3	7185	588365	8	33	3480	592070	17	4	7177	588373	1	3	3481	592069	2
8	100	5	8246	587304	7	36	3474	592076	14	5	8229	587321	0	5	3476	592074	0
6	100	3	7185	588365	8	33	3480	592070	17	4	7178	588372	1	3	3482	592068	2
8	500	5	8246	587304	7	36	3474	592076	14	5	8229	587321	0	5	3475	592075	0
6	500	3	7185	588365	8	33	3480	592070	17	3	7177	588373	2	3	3484	592066	2
8	5000	5	8246	587304	7	36	3474	592076	14	5	8232	587318	0	4	3492	592058	1
6	5000	3	7185	588365	8	33	3480	592070	17	3	7180	588370	2	2	3495	592055	3
8	10000	5	8246	587304	7	36	3474	592076	14	5	8220	587330	0	4	3507	592043	1
6	10000	3	7185	588365	8	33	3480	592070	17	3	7187	588363	2	2	3504	592046	3
9	0	4	8246	587304	7	36	3474	592076	14	4	8229	587321	1	4	3474	592076	1
7	0	4	7185	588365	8	33	3480	592070	17	5	7177	588373	0	5	3480	592070	0
9	10	4	8246	587304	7	36	3474	592076	14	4	8229	587321	1	4	3474	592076	1
7	10	4	7185	588365	8	33	3480	592070	17	5	7177	588373	0	5	3480	592070	0
9	50	4	8246	587304	7	36	3474	592076	14	4	8229	587321	1	4	3475	592075	1
7	50	4	7185	588365	8	33	3480	592070	17	5	7177	588373	0	5	3481	592069	0
9	100	4	8246	587304	7	36	3474	592076	14	4	8232	587318	1	4	3476	592074	1
7	100	4	7185	588365	8	33	3480	592070	17	5	7178	588372	0	4	3480	592070	1
9	500	4	8246	587304	7	36	3474	592076	14	4	8229	587321	1	4	3477	592073	1
7	500	4	7185	588365	8	33	3480	592070	17	5	7178	588372	0	4	3483	592067	1
9	5000	4	8246	587304	7	36	3474	592076	14	4	8229	587321	1	4	3488	592062	1
7	5000	4	7185	588365	8	33	3480	592070	17	4	7179	588371	1	3	3492	592058	2
9	10000	4	8246	587304	7	36	3474	592076	14	4	8235	587315	1	4	3499	592051	1
7	10000	4	7185	588365	8	33	3480	592070	17	5	7175	588375	0	3	3509	592041	2
10	0	43	8246	587304	7	36	3474	592076	14	43	8229	587321	7	43	3474	592076	7
8	0	5	7185	588365	8	33	3480	592070	17	5	7177	588373	0	5	3480	592070	0
10	10	43	8246	587304	7	36	3474	592076	14	43	8229	587321	7	43	3474	592076	7
8	10	5	7185	588365	8	33	3480	592070	17	5	7177	588373	0	5	3480	592070	0
10	50	43	8246	587304	7	36	3474	592076	14	43	8233	587317	7	43	3474	592076	7
8	50	5	7185	588365	8	33	3480	592070	17	5	7177	588373	0	5	3482	592068	0
10	100	43	8246	587304	7	36	3474	592076	14	43	8233	587317	7	42	3474	592076	8
8	100	5	7185	588365	8	33	3480	592070	17	5	7177	588373	0	5	3480	592070	0
10	500	43	8246	587304	7	36	3474	592076	14	43	8232	587318	7	42	3477	592073	8
8	500	5	7185	588365	8	33	3480	592070	17	5	7182	588368	0	4	3486	592064	1
10	5000	43	8246	587304	7	36	3474	592076	14	43	8241	587309	8	39	3492	592058	12
8	5000	5	7185	588365	8	33	3480	592070	17	5	7177	588373	0	4	3495	592055	1
10	10000	42	8246	587304	7	36	3474	592076	14	44	8247	587303	7	39	3503	592047	12
8	10000	5	7185	588365	8	33	3480	592070	17	5	7180	588370	0	4	3512	592038	1
9	0	4	7185	588365	8	33	3480	592070	17	4	7177	588373	1	4	3480	592070	1
9	10	4	7185	588365	8	33	3480	592070	17	4	7178	588372	1	4	3480	592070	1
9	50	4	7185	588365	8	33	3480	592070	17	4	7177	588373	1	4	3481	592069	1
9	100	4	7185	588365	8	33	3480	592070	17	4	7177	588373	1	4	3481	592069	1
9	500	4	7185	588365	8	33	3480	592070	17	4	7180	588370	1	4	3484	592066	1
9	5000	4	7185	588365	8	33	3480	592070	17	4	7176	588374	1	4	3498	592052	1
9	10000	4	7185	588365	8	33	3480	592070	17	4	7175	588375	1	4	3512	592038	1
10	0	42	7185	588365	8	33	3480	592070	17	47	7177	588373	3	44	3480	592070	6
10	10	42	7185	588365	8	33	3480	592070	17	47	7178	588372	3	43	3480	592070	7
10	50	42	7185	588365	8	33	3480	592070	17	47	7179	588371	3	42	3480	592070	8
10	100	42	7185	588365	8	33	3480	592070	17	47	7182	588368	3	42	3480	592070	8
10	500	42	7185	588365	8	33	3480	592070	17	46	7180	588370	4	38	3482	592068	12
10	5000	42	7185	588365	8	33	3480	592070	17	45	7190	588360	5	35	3492	592058	15
10	10000	42	7185	588365	8	33	3480	592070	17	44	7183	588367	6	35	3511	592039	15
0	0	1	7401	588149	13	32	2801	592749	18	2	7395	588155	3	2	2801	592749	3
0	10	1	7401	588149	13	32	2801	592749	18	2	7397	588153	3	2	2801	592749	3
0	50	1	7401	588149	13	32	2801	592749	18	2	7396	588154	3	1	2802	592748	4
0	100	1	7401	588149	13	32	2801	592749	18	1	7396	588154	4	1	2802	592748	4
0	500	1	7401	588149	13	32	2801	592749	18	1	7396	588154	4	1	2806	592744	4
0	5000	1	7401	588149	13	32	2801	592749	18	1	7395	588155	4	1	2815	592735	4
0	10000	1	7401	588149	13	32	2801	592749	18	1	7399	588151	4	1	2828	592722	4
1	0	3	7401	588149	13	32	2801	592749	18	4	7395	588155	1	4	2801	592749	1
1	10	3	7401	588149	13	32	2801	592749	18	4	7395	588155	1	4	2801	592749	1
1	50	3	7401	588149	13	32	2801	592749	18	4	7395	588155	1	4	2801	592749	1
1	100	3	7401	588149	13	32	2801	592749	18	4	7396	588154	1	3	2802	592748	2
1	500	3	7401	588149	13	32	2801	592749	18	4	7399	588151	1	3	2806	592744	2
1	5000	3	7401	588149	13	32	2801	592749	18	4	7400	588150	1	3	2812	592738	2
1	10000	3	7401	588149	13	32	2801	592749	18	4	7404	588146	1	3	2829	592721	2
2	0	4	7401	588149	13	32	2801	592749	18	4	7395	588155	1	4	2801	592749	1
2	10	4	7401	588149	13	32	2801	592749	18	4	7397	588153	1	4	2802	592748	1
2	50	4	7401	588149	13	32	2801	592749	18	4	7395	588155	1	4	2801	592749	1
2	100	4	7401	588149	13	32	2801	592749	18	4	7396	588154	1	4	2802	592748	1
2	500	4	7401	588149	13	32	2801	592749	18	4	7395	588155	1	4	2803	592747	1
2	5000	4	7401	588149	13	32	2801	592749	18	4	7394	588156	1	4	2811	592739	1
2	10000	4	7401	588149	13	32	2801	592749	18	4	7405	588145	1	4	2831	592719	1
3	0	4	7401	588149	13	32	2801	592749	18	4	7395	588155	1	4	2801	592749	1
3	10	4	7401	588149	13	32	2801	592749	18	4	7395	588155	1	4	2801	592749	1
3	50	4	7401	588149	13	32	2801	592749	18	4	7396	588154	1	4	2801	592749	1
3	100	4	7401	588149	13	32	2801	592749	18	4	7396	588154	1	4	2801	592749	1
3	500	4	7401	588149	13	32	2801	592749	18	4	7396	588154	1	4	2804	592746	1
3	5000	4	7401	588149	13	32	2801	592749	18	4	7403	588147	1	4	2819	592731	1
3	10000	4	7401	588149	13	32	2801	592749	18	4	7394	588156	1	4	2828	592722	1
4	0	5	7401	588149	13	32	2801	592749	18	5	7395	588155	0	5	2801	592749	0
4	10	5	7401	588149	13	32	2801	592749	18	5	7397	588153	0	5	2802	592748	0
4	50	5	7401	588149	13	32	2801	592749	18	5	7395	588155	0	5	2801	592749	0
4	100	5	7401	588149	13	32	2801	592749	18	5	7396	588154	0	5	2801	592749	0
4	500	5	7401	588149	13	32	2801	592749	18	5	7395	588155	0	5	2803	592747	0
4	5000	5	7401	588149	13	32	2801	592749	18	5	7393	588157	0	5	2812	592738	0
4	10000	5	7401	588149	13	32	2801	592749	18	5	7399	588151	0	5	2827	592723	0
5	0	3	7401	588149	13	32	2801	592749	18	4	7395	588155	1	3	2801	592749	2
5	10	3	7401	588149	13	32	2801	592749	18	3	7395	588155	2	3	2801	592749	2
5	50	3	7401	588149	13	32	2801	592749	18	3	7395	588155	2	3	2801	592749	2
5	100	3	7401	588149	13	32	2801	592749	18	3	7395	588155	2	3	2801	592749	2
5	500	3	7401	588149	13	32	2801	592749	18	3	7395	588155	2	3	2807	592743	2
5	5000	3	7401	588149	13	32	2801	592749	18	3	7398	588152	2	3	2816	592734	2
5	10000	3	7401	588149	13	32	2801	592749	18	3	7401	588149	2	3	2827	592723	2
6	0	5	7401	588149	13	32	2801	592749	18	5	7395	588155	0	5	2801	592749	0
6	10	5	7401	588149	13	32	2801	592749	18	5	7395	588155	0	5	2801	592749	0
6	50	5	7401	588149	13	32	2801	592749	18	5	7396	588154	0	5	2801	592749	0
6	100	5	7401	588149	13	32	2801	592749	18	5	7397	588153	0	5	2802	592748	0
6	500	5	7401	588149	13	32	2801	592749	18	5	7396	588154	0	5	2804	592746	0
6	5000	5	7401	588149	13	32	2801	592749	18	5	7394	588156	0	4	2815	592735	1
6	10000	5	7401	588149	13	32	2801	592749	18	5	7406	588144	0	4	2823	592727	1
7	0	4	7401	588149	13	32	2801	592749	18	5	7395	588155	0	5	2801	592749	0
7	10	4	7401	588149	13	32	2801	592749	18	5	7395	588155	0	5	2801	592749	0
7	50	4	7401	588149	13	32	2801	592749	18	5	7395	588155	0	4	2801	592749	1
7	100	4	7401	588149	13	32	2801	592749	18	5	7395	588155	0	3	2801	592749	2
7	500	4	7401	588149	13	32	2801	592749	18	4	7396	588154	1	3	2805	592745	2
7	5000	4	7401	588149	13	32	2801	592749	18	4	7396	588154	1	2	2818	592732	3
7	10000	4	7401	588149	13	32	2801	592749	18	4	7408	588142	1	2	2833	592717	3
8	0	4	7401	588149	13	32	2801	592749	18	5	7395	588155	0	5	2801	592749	0
8	10	4	7401	588149	13	32	2801	592749	18	5	7395	588155	0	5	2801	592749	0
